,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMIN,TMED,TMED,TMED,TMED,TMED,TMED,TMED,TMED,TMED,TMED,TMED,TMED,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP,PRECIP
month,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,17.603333333333335,16.017241379310345,17.0741935483871,19.016666666666662,21.283870967741937,30.756666666666675,31.664516129032258,33.48387096774195,30.066666666666674,26.02258064516129,18.05666666666667,14.500000000000002,3.5333333333333337,4.672413793103448,6.18709677419355,7.043333333333335,10.519354838709676,15.916666666666668,17.912903225806446,19.003225806451617,16.323333333333338,11.599999999999998,4.766666666666666,3.7903225806451615,10.003333333333334,9.803448275862067,11.370967741935484,13.190000000000001,15.883870967741936,23.323333333333334,24.75806451612903,26.241935483870964,22.656666666666663,18.451612903225804,10.920000000000003,8.800000000000002,0.02666666666666667,0.5310344827586208,2.6193548387096777,3.2333333333333334,1.0193548387096774,0.20666666666666667,0.0064516129032258064,0.0,0.020000000000000004,0.12258064516129032,0.36666666666666675,1.6064516129032258
2005,14.587096774193547,12.72857142857143,17.635483870967743,21.910000000000004,26.770967741935483,30.710000000000004,33.44516129032258,32.19333333333334,27.803333333333338,23.899999999999995,17.053333333333335,14.856666666666666,-0.06774193548387084,0.7749999999999998,5.574193548387096,8.163333333333332,12.035483870967742,15.55,17.996774193548386,17.976666666666667,14.30333333333333,11.48064516129032,5.55,2.730000000000001,6.425806451612904,6.746428571428574,11.332258064516129,15.043333333333331,19.732258064516127,23.743333333333332,26.206451612903223,24.70666666666666,20.756666666666664,17.235483870967744,10.913333333333332,8.609999999999998,0.0903225806451613,1.8214285714285714,0.8580645161290323,0.07333333333333333,0.10967741935483873,0.03333333333333333,0.0,0.04,0.5533333333333332,0.1870967741935484,0.7933333333333332,0.30666666666666664
2006,12.109999999999998,14.322222222222221,20.72258064516129,22.33333333333333,25.279999999999998,28.386206896551723,33.900000000000006,31.990322580645163,28.633333333333336,25.483870967741932,19.34333333333333,14.92258064516129,2.6766666666666667,3.3518518518518516,6.154838709677419,9.586666666666668,13.396666666666668,15.206896551724135,18.287096774193547,17.71935483870968,15.42666666666667,12.516129032258066,8.056666666666668,3.2193548387096778,7.2266666666666675,8.50740740740741,13.296774193548389,15.810000000000004,19.15666666666667,21.841379310344823,26.21612903225807,24.690322580645166,21.65333333333333,18.661290322580644,13.353333333333335,8.738709677419354,1.9866666666666675,0.6074074074074074,0.07096774193548387,1.9600000000000004,2.026666666666667,0.35172413793103446,0.0,0.0,1.7200000000000002,0.23225806451612901,1.3333333333333337,0.32258064516129026
2007,16.487096774193542,18.099999999999998,18.390322580645158,17.993103448275864,25.767741935483873,29.579310344827583,32.55161290322581,31.76451612903226,26.80666666666667,21.919354838709676,18.02333333333333,15.343333333333335,2.1548387096774193,5.92857142857143,5.0,7.9,11.406451612903222,15.100000000000003,17.154838709677417,18.248387096774195,14.973333333333331,11.087096774193553,4.546666666666665,2.616666666666666,8.251612903225807,12.007142857142856,11.751612903225807,12.951724137931034,19.116129032258065,22.768965517241373,25.04193548387097,24.909677419354843,20.66,16.116129032258065,10.863333333333335,8.416666666666668,1.4903225806451612,0.27142857142857146,0.6258064516129032,1.2482758620689653,0.2516129032258065,0.0,0.0,0.07096774193548387,2.1333333333333337,2.0516129032258066,0.37999999999999995,1.2800000000000002
2008,16.293548387096774,15.26206896551724,20.148387096774197,21.959999999999997,23.200000000000003,28.720000000000002,32.59677419354839,32.380645161290325,27.34333333333334,21.54838709677419,16.15,13.496774193548385,2.406451612903225,5.296551724137933,5.367741935483872,7.843333333333332,10.854838709677422,14.363333333333337,17.690322580645155,17.841935483870973,15.063333333333334,10.46774193548387,3.2533333333333347,1.864516129032258,8.835483870967739,9.91379310344828,12.964516129032257,15.289999999999994,17.148387096774194,21.94666666666666,25.09677419354839,25.07096774193547,20.88333333333333,15.758064516129034,9.336666666666666,7.351612903225806,0.3354838709677418,0.8689655172413794,0.46451612903225803,0.12000000000000002,1.5032258064516137,0.09333333333333332,0.2838709677419355,0.0,2.146666666666667,3.2967741935483885,0.6466666666666665,0.0
2009,13.609677419354838,14.625,18.01935483870968,20.546666666666663,26.08387096774194,32.06666666666668,34.964516129032255,32.36774193548386,26.363333333333333,25.945161290322584,21.85,16.396774193548385,2.545161290322581,2.4857142857142853,4.67741935483871,5.666666666666667,10.780645161290325,15.47333333333333,16.661290322580648,16.451612903225808,12.756666666666664,10.412903225806451,7.03,4.003225806451613,7.938709677419353,8.342857142857143,11.35483870967742,13.35,18.693548387096776,24.246666666666666,26.25483870967742,24.758064516129032,19.519999999999996,17.687096774193545,13.863333333333333,9.82258064516129,0.535483870967742,0.6571428571428571,1.4258064516129034,0.72,0.1032258064516129,0.020000000000000004,0.0,0.07741935483870968,1.3066666666666669,0.0903225806451613,0.23333333333333334,3.5032258064516126
2010,13.838709677419352,23.364285714285717,16.099999999999998,20.03333333333334,24.403225806451605,28.78333333333334,33.07096774193549,33.067741935483866,28.726666666666667,23.980645161290322,17.67666666666667,15.203225806451613,2.94516129032258,2.9928571428571433,5.093548387096774,8.116666666666667,9.696774193548388,14.883333333333333,18.51290322580645,18.774193548387096,14.296666666666665,9.270967741935483,5.0133333333333345,3.729032258064517,8.125806451612906,9.564285714285713,10.838709677419354,14.073333333333332,17.403225806451612,21.736666666666665,25.632258064516126,25.46774193548387,21.22333333333334,16.21290322580645,10.996666666666666,9.064516129032258,3.045161290322581,2.142857142857143,2.548387096774194,0.48666666666666664,0.3677419354838709,0.8533333333333334,0.0,0.03225806451612903,0.14666666666666667,0.6774193548387096,1.5466666666666664,1.87741935483871
2011,14.258064516129032,17.00714285714285,16.212903225806453,22.09,24.14516129032258,29.216666666666665,32.97741935483871,33.68709677419355,28.869999999999997,24.216129032258063,18.609999999999996,16.738709677419354,2.7580645161290325,2.771428571428572,5.5935483870967735,9.426666666666668,11.419354838709676,14.930000000000001,17.693548387096776,18.387096774193544,15.216666666666667,10.770967741935483,7.453333333333332,1.880645161290322,7.925806451612903,9.271428571428572,10.832258064516127,15.57333333333333,17.799999999999997,22.14333333333333,25.335483870967746,25.948387096774194,21.85333333333333,17.12258064516129,12.529999999999998,8.577419354838709,0.529032258064516,0.17857142857142858,1.0129032258064516,0.9933333333333333,1.6064516129032262,0.08,0.0,0.07741935483870968,0.5733333333333334,0.14193548387096772,1.2933333333333332,0.45806451612903204
2012,15.796774193548389,14.13448275862069,18.522580645161288,21.576666666666668,27.138709677419346,32.576666666666675,32.88064516129033,35.75454545454546,28.106666666666676,23.50645161290322,16.886666666666667,17.31612903225807,0.9774193548387097,-1.748275862068965,3.8,7.346666666666666,11.109677419354838,15.883333333333333,17.21935483870968,19.145454545454545,14.250000000000004,10.861290322580645,7.643333333333334,2.245161290322581,7.670967741935482,6.13448275862069,10.887096774193548,14.633333333333335,19.377419354838715,24.16666666666667,25.000000000000004,27.027272727272727,21.156666666666663,16.796774193548384,12.263333333333337,9.058064516129033,0.1806451612903226,0.020689655172413796,0.025806451612903226,0.013333333333333334,0.0,0.006666666666666667,0.0,0.0,2.2333333333333334,0.7870967741935483,2.173333333333334,0.058064516129032254
2013,16.91935483870968,15.725000000000003,18.567741935483877,21.280000000000005,23.4258064516129,27.97666666666667,31.841935483870966,31.716129032258063,28.01666666666667,26.603225806451615,18.480000000000004,14.651612903225804,2.561290322580646,2.0000000000000004,6.641935483870968,7.7766666666666655,9.735483870967743,12.649999999999997,15.899999999999997,17.406451612903226,15.52,12.245161290322581,3.5933333333333337,2.222580645161291,9.506451612903225,8.946428571428575,12.680645161290322,14.320000000000002,16.6,20.683333333333334,24.190322580645166,24.232258064516127,21.18,18.783870967741933,10.656666666666665,8.048387096774192,0.36129032258064514,0.43571428571428567,1.1419354838709677,0.37333333333333335,0.5741935483870968,0.0,0.0,0.8,0.6733333333333333,0.08387096774193549,0.6733333333333333,0.6838709677419355
2014,16.506451612903223,17.542857142857144,18.809677419354838,24.886666666666667,25.112903225806452,29.033333333333328,32.15483870967743,32.64516129032258,29.60333333333333,25.28709677419355,18.77,15.325806451612904,3.4161290322580644,3.3249999999999997,5.041935483870968,9.536666666666665,10.783870967741935,14.543333333333331,17.03870967741935,17.712903225806453,15.503333333333336,11.461290322580645,7.043333333333334,1.1193548387096772,9.82258064516129,10.642857142857148,12.019354838709678,17.273333333333333,17.835483870967746,22.063333333333336,24.645161290322584,25.10322580645161,22.6,17.819354838709682,12.54,7.738709677419355,0.21935483870967745,0.3071428571428571,0.12258064516129032,0.013333333333333334,0.051612903225806445,0.58,0.0,0.0,1.2399999999999998,0.664516129032258,0.6333333333333332,0.4193548387096773
2015,15.81935483870968,14.014285714285716,18.793548387096777,20.103333333333335,27.174193548387098,29.25,35.17419354838711,32.20322580645161,27.966666666666676,23.66451612903225,19.98666666666666,18.31612903225807,0.7290322580645162,2.996428571428571,5.216129032258064,8.906666666666666,11.6,14.01333333333333,19.46129032258065,18.890322580645158,15.203333333333335,12.006451612903225,6.413333333333333,4.625806451612903,7.82258064516129,8.667857142857143,11.790322580645162,14.193333333333333,19.522580645161288,22.04000000000001,27.01290322580645,25.383870967741935,21.22666666666667,17.45483870967742,12.56333333333333,10.51290322580645,0.12903225806451613,1.0642857142857143,1.3741935483870966,1.0800000000000003,0.1032258064516129,0.11333333333333334,0.012903225806451613,0.0064516129032258064,1.1600000000000001,1.3225806451612903,0.633333333333333,0.058064516129032254
2016,17.54193548387097,17.251724137931035,18.90645161290323,21.500000000000004,24.632258064516137,30.54,32.18064516129032,30.92903225806452,29.01666666666667,24.567741935483873,18.206666666666667,15.223076923076924,3.967741935483872,5.617241379310343,3.6806451612903226,8.209999999999999,10.93548387096774,15.193333333333335,18.122580645161293,17.603225806451615,15.01666666666667,12.461290322580647,6.16,6.753846153846154,10.712903225806453,11.386206896551723,11.519354838709678,15.043333333333333,17.932258064516123,23.20666666666666,25.16774193548387,23.870967741935484,21.65666666666667,18.025806451612905,11.846666666666664,10.723076923076924,0.10967741935483873,0.08275862068965517,0.16774193548387098,0.12666666666666668,0.4258064516129032,0.006666666666666667,0.0,0.03225806451612903,0.31333333333333335,0.5677419354838708,0.6137931034482759,2.369230769230769
